switchID,period,year,propDev
149_2-3,winter2,2008,0.00448149627981815
149_3-4,springMig,2008,0.00980132450331126
305_2-3,springMig,2008,0.0352582121917918
308_2-3,springMig,2008,0.0153600372767969
311_2-3,springMig,2008,0.0180174960894502
312_2-3,springMig,2008,0.0140400406781719
313_2-3,springMig,2008,0.0214432989690722
314_2-3,springMig,2008,0.0262627666226638
315_2-3,springMig,2008,0.0305450306033226
318_2-3,springMig,2008,0.118549861942841
319_2-3,springMig,2008,0.0153585940082042
321_2-3,springMig,2008,0.0207304657673708
322_2-3,springMig,2008,0.114896487751402
323_2-3,springMig,2008,0.137958532695375
325_2-3,springMig,2008,0.0287744942882629
326_2-3,springMig,2008,0.101845799483301
328_2-3,springMig,2008,0.0235529063829139
331_2-3,springMig,2008,0.0127028346250461
332_2-3,springMig,2008,0.160557975938287
333_2-3,springMig,2008,0.0155122316993158
334_2-3,springMig,2008,0.0201342281879195
470_2-3,springMig,2008,0.118254309631737
727_1-2,winter2,2008,0.00302304556773303
727_2-3,springMig,2008,0.00314355571079288
728_1-2,winter2,2008,0.0177075537744731
729_1-2,winter2,2008,0.000964645096497545
729_2-3,springMig,2008,0.0029592134722087
729_2-3,winter2,2008,0.00170921852814317
730_1-2,winter2,2008,0.00727741791321438
730_2-3,springMig,2008,0.00431090790333116
733_1-2,winter2,2008,0.0179792947134135
733_2-3,springMig,2008,0.0115388987835841
734_1-2,winter2,2008,0.00413202527435983
736_2-3,springMig,2008,0.00191518689694316
737_1-2,winter2,2008,0.00357746816452803
737_2-3,springMig,2008,0.000260107435679955
739_1-2,winter2,2008,0.00414057766107857
739_2-3,springMig,2008,0.000646400280245799
740_2-3,springMig,2008,0.00383399475348086
741_1-2,winter2,2008,0.00177109571788413
741_2-3,springMig,2008,0
