switchID,period,meanDFP,varDFP,order
10_1-2,springMig,9.76344086021505,17.9651706404862,0.627080515322953
10_1-2,summer,77.0763052208836,1399.53850887421,-0.124478678578739
1132_1-2,springMig,16.6966292134831,38.8452993080683,-0.119732331031295
1132_1-2,summer,102.687647058824,4325.64869958107,0.15759292943558
1133_1-2,springMig,41.3653136531365,99.1067924012574,0.346252025151761
1133_1-2,summer,74.8613138686131,650.254954029277,-0.0348635372288655
1137_1-2,springMig,13.6862745098039,61.6964644125367,-0.245791531430676
1137_1-2,summer,102.549122807018,4603.77025961627,-0.239722907413875
1138_1-2,springMig,15.6186046511628,51.7417083242773,-0.0421412554391168
1138_1-2,summer,112.594894561598,4840.13563188782,-0.0565530984266527
1139_1-2,springMig,116.84,101.056666666667,-0.752737340282524
1139_1-2,summer,146.021978021978,176.473344836981,0.308143591327083
1142_1-2,springMig,6.97093023255814,20.0751733986128,0.0871357589351755
1142_1-2,summer,106.441101152369,3618.30178174633,-0.100665118704351
1143_1-2,springMig,3.65116279069767,9.9468438538206,0.391588829691376
1143_1-2,summer,121.308626198083,6182.28640252323,-0.28626875893075
1144_1-2,springMig,112.606060606061,16.4962121212121,-0.0129699055319459
1144_1-2,summer,139.929824561404,175.113996444857,-0.0544407977186719
1147_1-2,springMig,20.3448275862069,8.40532365396249,0.407633132023764
1147_1-2,summer,105.448867536033,3394.49206087324,0.292561430185151
1148_1-2,springMig,21.2843137254902,31.7896524946612,0.259440782463555
1148_1-2,summer,98.7756024096386,5021.86172490061,-0.121696088087147
1149_1-2,springMig,64.2432432432432,38.966966966967,0.822800502072211
1149_1-2,summer,130.25974025974,2100.46543428716,-0.550461503168243
1151_1-2,springMig,112.047619047619,23.3476190476191,-0.403042380262905
1151_1-2,summer,137.829896907217,191.385422787244,0.0234962628752448
1152_1-2,springMig,38.773127753304,245.270711166866,0.563417374219318
1152_1-2,summer,74.8792270531401,120.029032409362,-0.109126531240456
1153_1-2,springMig,13.2118959107807,55.6004549741996,-0.147445549545512
1153_1-2,summer,105.283538371412,3865.75191525688,0.129088537987592
1154_1-2,springMig,16.2574031890661,146.132222464921,0.0944536759060963
1154_1-2,summer,119.401396160558,4063.85042878301,0.348515421023564
1157_1-2,springMig,13.306,52.2809258517034,0.514823406000991
1157_1-2,summer,73.9702085402185,1884.9036841513,-0.0883937203784835
1159_1-2,springMig,116.974358974359,38.0782726045884,-0.766666282934564
1159_1-2,summer,163.716049382716,513.89626139685,0.306795253457733
1160_1-2,springMig,117.333333333333,19.6231884057971,-0.747415019302731
1160_1-2,summer,143.025089605735,176.887857455971,-0.336408211134462
1161_1-2,springMig,17.6233576642336,175.15325479148,0.436289285159476
1161_1-2,summer,80.4692230070636,1698.63920333507,0.100385741713361
1162_1-2,springMig,13.3461538461538,32.9366515837104,0.493445376104421
1162_1-2,summer,93.1373414230557,4530.09426158149,-0.25373980854012
1163_1-2,springMig,18.3840579710145,69.837417654809,0.504679640296647
1163_1-2,summer,111.306444541868,5740.92841897598,-0.0588536260773447
1164_1-2,springMig,14.6981132075472,40.5556154537287,0.637482640295243
1164_1-2,summer,132.94776119403,3300.73513314681,0.401162919044318
1165_1-2,springMig,18.8334687246141,76.6007000719885,0.717427968498581
1165_1-2,summer,64.5093729799612,1087.08025482819,-0.245621510964013
1166_1-2,springMig,7.3764404609475,43.8837519288224,0.61345921739287
1166_1-2,summer,51.3079132932881,1324.16300162675,0.506606678785726
1166_2-3,springMig,11.2839215686275,49.7230929294795,0.299809272722729
1166_2-3,summer,68.8417149478563,1748.36321078104,0.0213674916097667
1167_1-2,springMig,20.9328165374677,134.114645673508,0.817096345812534
1167_1-2,summer,97.0777153558052,2977.79822965487,-0.256099427224065
1169_3-4,springMig,44.3767123287671,462.774350495985,0.856197137819363
1169_3-4,summer,108.092280163599,1669.0150055896,0.0534748427048513
1170_1-2,springMig,9.12760736196319,84.6004039734101,0.33845673273035
1170_1-2,summer,27.3887240356083,1153.73832485516,0.235836954886881
1173_1-2,springMig,10.3534675615213,62.8917180857327,0.434870849345025
1173_1-2,summer,65.2434847356664,1566.50897256065,-0.0501913053233345
1173_2-3,springMig,15.8174139051332,82.0596185353332,-0.114143447121823
1173_2-3,summer,85.8035264483627,1771.17943785907,-0.36879537490649
1174_1-2,springMig,20.1628787878788,59.703407650651,0.604517616423643
1174_1-2,summer,53.5,195.9,-0.484848484848485
1176_1-2,springMig,29.9662921348315,132.873158083353,0.876220370485476
1176_1-2,summer,92.530986993114,2743.71594007152,-0.705235329500307
1176_2-3,springMig,26.8075506445672,176.391500538907,0.784099143945961
1176_2-3,summer,87.0455680399501,2352.12258493221,-0.253254807016279
1178_1-2,springMig,23.5428015564202,182.650211239296,0.886542318562489
1178_1-2,summer,67.6690307328605,1456.18943213962,0.070180319805028
118_1-2,springMig,5.53160070880095,20.4323636891721,0.794862991214327
118_1-2,summer,85.2203804347826,3669.91120300785,-0.209559702764929
1181_1-2,springMig,9.54740061162079,24.2358814411022,0.211347522603869
1181_1-2,summer,74.138309352518,3118.60705884294,0.0330753320223982
1181_2-3,springMig,9.44402985074627,51.9856196545363,0.489738117925519
1181_2-3,summer,97.599255952381,4419.08495256434,-0.13591171761358
119_1-2,springMig,10.9120458891013,62.3634326101378,0.495921716811839
119_1-2,summer,70.7749784048373,2396.34172660141,-0.0155030267788651
122_1-2,springMig,14.1180487804878,103.824381357412,0.609838882132434
122_1-2,summer,79.072785694328,2635.05562088211,-0.156875676149179
123_1-2,springMig,11.6718283075251,68.9917305966007,0.82594821549992
123_1-2,summer,89.477139979859,1907.74469286618,-0.360950051510965
1233_1-2,springMig,12.8222222222222,46.180006190034,0.578998834744463
1233_1-2,summer,99.0362524073864,3293.52803073075,0.034065580389869
1233_2-3,springMig,7.21621621621622,22.387428152134,0.514615175449217
1233_2-3,summer,96.5788285867813,3550.12429376952,0.134882219445951
1233_3-4,springMig,10.6531365313653,49.1681290146235,0.358376014935923
1233_3-4,summer,93.5983749274521,3448.16837441943,-0.310347171203291
1233_4-5,springMig,14.5514874141876,28.6286503054605,0.56884210473668
1233_4-5,summer,85.2649496080627,3194.17239350664,0.010129100007501
1234_1-2,springMig,29.3973684210526,25.353555061797,0.446407898458615
1234_1-2,summer,86.3721765913758,1348.45037068522,-0.0538762578911659
1235_1-2,springMig,25.6036184210526,24.3549786482268,-0.0775610231839232
1235_1-2,summer,107.24538372764,1912.20020231991,0.155734653148041
1236_1-2,springMig,19.562123039807,59.8019935548912,-0.0986071854109432
1236_1-2,summer,130.235023041475,4302.58134071959,0.0681830848208952
1239_1-2,springMig,26.0196078431373,28.1904024767802,0.10796691635639
1239_1-2,summer,107.023962594974,1939.98129680328,0.0411708979386278
1240_1-2,springMig,19.8674473067916,144.00350871032,0.449133488423012
1240_1-2,summer,42.1683327958723,402.24971944534,0.133901920503285
1240_2-3,springMig,33.7631578947368,77.1446672236146,0.46023561370046
1240_2-3,summer,103.728803088803,2298.73552335866,-0.256458488915672
1240_3-4,springMig,54.8684210526316,420.819615117088,0.56280427762883
1240_3-4,summer,81.4268730992535,573.807773212044,0.483682754741404
1240_4-5,springMig,17.4375,29.4697368421053,0.772614320579858
1240_4-5,summer,43.6325581395349,466.251618149293,0.399826342502361
1245_1-2,springMig,24.2663755458515,98.5208381215046,0.536064708242629
1245_1-2,summer,105.941942294159,3096.89668755843,0.0858066038833684
1246_1-2,springMig,11.9389671361502,45.9066347772168,0.434788029041803
1246_1-2,summer,104.299352750809,3535.77272489115,-0.467027738238008
1248_1-2,springMig,23.4,29.3777777777778,-0.320886288174892
1248_1-2,summer,122.705263157895,1619.65870231133,0.0362775093585575
1248_2-3,springMig,38.2941176470588,28.2205882352941,0.14152921044362
1248_2-3,summer,121.180769230769,2039.51545886546,-0.0632006093655096
1249_1-2,springMig,18.8736263736264,59.1961069233797,-0.338174224774692
1249_1-2,summer,103.650292540224,2884.95473476751,-0.0330415426187675
1249_2-3,springMig,44.0174326465927,44.6362035569643,-0.0199356432888749
1249_2-3,summer,109.486399427344,1656.71737360954,-0.189099659930647
1249_3-4,springMig,33.2996031746032,159.088985925716,0.779666320184632
1249_3-4,summer,91.2431476569408,1972.37653741578,0.181195063436031
1250_1-2,springMig,10.3035230352304,27.0761016849299,0.792638236245877
1250_1-2,summer,97.3233231039018,3457.83428662101,0.00486746952066732
1252_1-2,springMig,27.1811594202899,202.966941711626,0.674830532327151
1252_1-2,summer,68.2035462276099,1197.62866639413,0.161965130378406
1253_1-2,springMig,26.1028938906752,28.263147811589,0.0179105125242807
1253_1-2,summer,106.551227773074,1985.66138381346,0.0300588439881019
1294_1-2,springMig,22.9070450097847,98.0961501233394,0.666746013098141
1294_1-2,summer,67.546803652968,228.549806914547,-0.010411780658002
1306_1-2,springMig,19.3472222222222,64.7640340689121,-0.558510650917461
1306_1-2,summer,90.3401633855631,2431.93918899018,0.0172721434128944
1311_1-2,springMig,14.551724137931,38.91833030853,0.771401150186144
134_1-2,springMig,52.804347826087,151.720564900032,0.711825065373747
134_1-2,summer,55.4797114517583,116.679416523163,-0.471150548693385
135_1-2,springMig,17.6777777777778,39.6721291123526,0.792330515748424
135_1-2,summer,46.5946990612921,671.345765871852,0.0445767958477146
1358_1-2,springMig,75.9565217391304,222.225296442688,0.333002738010436
