id,p,numFeedgrounds,feedAccess
733_2-3,winter2,0,0
734_1-2,winter1,0,0
734_1-2,winter2,0,0
736_2-3,winter1,0,0
736_2-3,winter2,0,0
737_1-2,winter1,0,0
737_1-2,winter2,0,0
737_2-3,winter1,0,0
737_2-3,winter2,0,0
739_1-2,winter1,0,0
739_1-2,winter2,0,0
739_2-3,winter1,0,0
739_2-3,winter2,0,0
740_2-3,winter1,0,0
740_2-3,winter2,0,0
741_1-2,winter1,0,0
741_1-2,winter2,0,0
741_2-3,winter1,0,0
741_2-3,winter2,0,0
743_1-2,winter1,0,0
743_1-2,winter2,0,0
747_1-2,winter1,0,0
747_1-2,winter2,0,0
747_2-3,winter1,0,0
747_2-3,winter2,0,0
750_1-2,winter1,0,0
750_1-2,winter2,0,0
750_2-3,winter1,0,0
750_2-3,winter2,0,0
751_1-2,winter1,0,0
751_1-2,winter2,0,0
751_2-3,winter1,0,0
751_2-3,winter2,0,0
752_1-2,winter1,0,0
752_1-2,winter2,0,0
752_2-3,winter1,0,0
752_2-3,winter2,0,0
753_1-2,winter1,0,0
753_1-2,winter2,0,0
753_2-3,winter1,0,0
753_2-3,winter2,0,0
755_1-2,winter1,0,0
755_1-2,winter2,0,0
756_1-2,winter1,0,0
756_1-2,winter2,0,0
756_2-3,winter1,0,0
756_2-3,winter2,0,0
757_1-2,winter1,0,0
757_1-2,winter2,0,0
758_1-2,winter1,0,0
758_1-2,winter2,0,0
758_2-3,winter1,0,0
758_2-3,winter2,0,0
761_1-2,winter1,0,0
761_1-2,winter2,0,0
761_2-3,winter1,0,0
761_2-3,winter2,0,0
763_1-2,winter1,0,0
763_1-2,winter2,0,0
763_2-3,winter1,0,0
763_2-3,winter2,0,0
766_1-2,winter1,0,0
766_1-2,winter2,0,0
766_2-3,winter1,0,0
766_2-3,winter2,0,0
767_2-3,winter1,0,0
767_2-3,winter2,0,0
768_1-2,winter1,0,0
768_1-2,winter2,0,0
768_2-3,winter1,0,0
768_2-3,winter2,0,0
769_1-2,winter1,0,0
769_1-2,winter2,0,0
772_1-2,winter1,0,0
772_1-2,winter2,0,0
773_1-2,winter1,0,0
773_1-2,winter2,0,0
778_1-2,winter1,0,0
778_1-2,winter2,0,0
779_1-2,winter1,0,0
779_1-2,winter2,0,0
781_1-2,winter1,0,0
781_1-2,winter2,0,0
783_1-2,winter1,0,0
783_1-2,winter2,0,0
844_1-2,winter1,0,0
844_1-2,winter2,0,0
845_1-2,winter1,0,0
845_1-2,winter2,0,0
