switchID,period,year,propPrivate
1539_3-4,winter2,2015,0.0504332430184832
1549_3-4,winter2,2015,0.196115826405975
1560_1-2,winter2,2015,0.438836599749806
1563_1-2,winter2,2015,0
1565_1-2,winter2,2015,0.590971108805684
1566_1-2,winter2,2015,0.675188012924995
1568_1-2,winter2,2015,0.549809209795132
172_1-2,winter2,2015,0.0446392985253089
173_1-2,winter2,2015,0
174_1-2,winter2,2015,0.114212501143955
184_1-2,winter2,2015,0.0732397992019565
186_1-2,winter2,2015,0.114191297962181
187_1-2,winter2,2015,0.197306397306397
188_1-2,winter2,2015,0.343490304709141
223_1-2,winter2,2015,0.248047793771757
224_1-2,winter2,2015,0.304191616766467
265_1-2,winter2,2015,0.943127962085308
266_1-2,winter2,2015,0.6892608300515
278_1-2,winter2,2015,0.0286703652679004
279_1-2,winter2,2015,0.0136377514672457
280_1-2,winter2,2015,0.00936394234918443
637_1-2,winter2,2015,0.425082220932482
638_1-2,winter2,2015,0.350882094675501
639_1-2,winter2,2015,0.381915173867229
657_2-3,winter2,2015,0.0366772104232565
658_1-2,winter2,2015,0.0817788045047647
701_2-3,winter2,2015,0.0120027479293316
702_2-3,winter2,2015,0.0136562629320672
707_2-3,winter2,2015,0.0161677403056713
724_1-2,winter2,2015,0.223397500425888
1166_2-3,winter2,2016,0.281430625359956
1167_2-3,winter2,2016,0.674607724483513
1173_2-3,winter2,2016,0.344826259431548
1176_2-3,winter2,2016,0.623445773097745
1178_2-3,winter2,2016,0.314911552740773
1181_2-3,winter2,2016,0
122_1-2,winter2,2016,0
123_1-2,winter2,2016,0.0146312180132882
1233_2-3,winter2,2016,0.702286214852377
1233_3-4,winter2,2016,0.766858307255658
1240_2-3,winter2,2016,0.718608581084952
1240_3-4,winter2,2016,0.834127447339099
1248_2-3,winter2,2016,0.73265697833836
1249_2-3,winter2,2016,0.591610028786775
1249_3-4,winter2,2016,0.750522083346321
1252_2-3,winter2,2016,0.699152542372881
139_1-2,winter2,2016,0.586164656243088
1485_1-2,winter2,2016,0.716409358586662
1499_1-2,winter2,2016,0.679468582349013
1502_1-2,winter2,2016,0.748691695108077
1504_1-2,winter2,2016,0.660357518401682
1510_1-2,winter2,2016,0.769814297851681
1512_1-2,winter2,2016,0.944745901161095
1516_1-2,winter2,2016,0.843298851881323
1517_1-2,winter2,2016,0.846960616438356
1520_1-2,winter2,2016,0.929114984188411
1539_4-5,winter2,2016,0.108073041806824
1560_2-3,winter2,2016,0.438015753938485
1561_2-3,winter2,2016,0.324727504756466
1563_2-3,winter2,2016,0
1565_2-3,winter2,2016,0.620005997800806
1566_2-3,winter2,2016,0.607596756225818
1567_2-3,winter2,2016,0.685141408978618
1568_2-3,winter2,2016,0.719721247265883
1569_2-3,winter2,2016,0.631501120951457
177_1-2,winter2,2016,0
190_1-2,winter2,2016,0.156239316239316
210_1-2,winter2,2016,0.12108112243922
227_1-2,winter2,2016,0.436227164854573
266_2-3,winter2,2016,0.499392133024825
283_1-2,winter2,2016,0.00926184374127737
284_1-2,winter2,2016,0.00613746973220493
376_1-2,winter2,2016,0.165615574444749
641_1-2,winter2,2016,0.403476504742328
710_1-2,winter2,2016,0.330712812135963
711_1-2,winter2,2016,0.197210834833914
714_1-2,winter2,2016,0.303240763674913
715_1-2,winter2,2016,0.0526973718682865
716_1-2,winter2,2016,0.0389986946526968
717_1-2,winter2,2016,0.0463425441069846
718_1-2,winter2,2016,0.215679866368902
719_1-2,winter2,2016,0.0364383963972784
720_1-2,winter2,2016,0.0492804811111376
721_1-2,winter2,2016,0.0372300918708054
722_1-2,winter2,2016,0.313384450990585
723_1-2,winter2,2016,0.0548038700275772
726_1-2,winter2,2016,0.0239573476123433
10_1-2,winter2,2020,0.111782643333974
1132_1-2,winter2,2019,0.127094156791781
1133_1-2,winter2,2019,0.605968792607181
1137_1-2,winter2,2019,0.134909815436242
1138_1-2,winter2,2019,0.169828129218033
1139_1-2,winter2,2019,0.45253210848132
1142_1-2,winter2,2019,0.200860874005982
1143_1-2,winter2,2019,0.279764274906427
1144_1-2,winter2,2018,0.440561148346132
1147_1-2,winter2,2019,0.111443366639924
1148_1-2,winter2,2019,0.178208523217145
1149_1-2,winter2,2019,0.265885780178431
1151_1-2,winter2,2019,0.412651508639216
1152_1-2,winter2,2019,0.13498801515503
1153_1-2,winter2,2019,0.17997619628031
1154_1-2,winter2,2019,0.172821614778538
1157_1-2,winter2,2019,0.198381363379986
1159_1-2,winter2,2019,0.205731316833478
1160_1-2,winter2,2019,0.39206039941549
1161_1-2,winter2,2019,0.171559730970428
1162_1-2,winter2,2019,0.128074046624444
1163_1-2,winter2,2019,0.273658536585366
1164_1-2,winter2,2019,0.187094905811292
1169_3-4,winter2,2017,0.909843045508735
1233_4-5,winter2,2018,0.751366504467509
1240_4-5,winter2,2018,0.886750286038131
1358_1-2,winter2,2018,0.653138105053664
1359_1-2,winter2,2018,0.560450709089732
1368_1-2,winter2,2018,0.466361580137815
1379_1-2,winter2,2018,0.51801535735381
14_1-2,winter2,2020,0.357292682206269
1406_1-2,winter2,2017,0.817000530374118
1409_1-2,winter2,2017,0.833888105312647
1485_2-3,winter2,2017,0.737212196639701
1487_2-3,winter2,2017,0.681686943708807
1487_3-4,winter2,2018,0.681395629602801
1492_2-3,winter2,2017,0.699241840143922
1492_3-4,winter2,2018,0.683074021687883
1493_2-3,winter2,2017,0.656410665178749
1493_3-4,winter2,2018,0.712011503760355
1496_2-3,winter2,2017,0.645416548309865
1496_3-4,winter2,2018,0.637838636951621
1497_2-3,winter2,2017,0.643854748603352
1498_2-3,winter2,2017,0.655849825378347
1498_3-4,winter2,2018,0.536578840759171
1501_2-3,winter2,2017,0.654115676488685
1501_3-4,winter2,2018,0.622887757385855
1502_2-3,winter2,2017,0.684345467644192
1502_3-4,winter2,2018,0.678522176253392
1503_2-3,winter2,2017,0.59054756436601
1503_3-4,winter2,2018,0.657454328109976
1504_2-3,winter2,2017,0.611941992791668
1558_1-2,winter2,2018,0.639214232765011
1558_2-3,winter2,2019,0.274368231046931
16_1-2,winter2,2020,0.416231603316718
1605_1-2,winter2,2017,0.25052753076295
1609_2-3,winter2,2018,0.190504929863793
1674_1-2,winter2,2019,0.40865721944696
1691_1-2,winter2,2019,0.430439599346711
17_1-2,winter2,2020,0
1713_1-2,winter2,2019,0.415385024392189
1718_1-2,winter2,2019,0.255821168732451
1720_1-2,winter2,2019,0.41933940487682
1721_1-2,winter2,2019,0.567673968505322
1771_1-2,winter2,2018,0.0413550373955125
1771_2-3,winter2,2019,0.0768047006155568
1772_2-3,winter2,2019,0.15556607552529
1773_2-3,winter2,2019,0.0626721004515916
1775_1-2,winter2,2019,0.0136986301369863
1776_1-2,winter2,2019,0
1777_1-2,winter2,2018,0.161687883552265
1778_1-2,winter2,2019,0.108020124297129
19_1-2,winter2,2020,0.277523753844999
20_1-2,winter2,2020,0.00888151870917859
21_1-2,winter2,2020,0.4288135742076
22_1-2,winter2,2020,0.344457075800359
24_1-2,winter2,2020,0.519499001685099
26_1-2,winter2,2020,0.368969395607648
27_1-2,winter2,2020,0.629032800107541
3_1-2,winter2,2020,0.262893926437336
32_1-2,winter2,2020,0.524928746864205
33_1-2,winter2,2020,0.526043019691381
34_1-2,winter2,2020,0.34808194455111
36_1-2,winter2,2020,3.80691335465205e-05
39_1-2,winter2,2020,0.312173198328174
4_1-2,winter2,2020,0.407087245654751
40_1-2,winter2,2020,0.656056640205964
41_1-2,winter2,2020,0.0469872452719543
42_1-2,winter2,2020,0.357621360384717
43_1-2,winter2,2020,0.390971166174673
44_1-2,winter2,2020,0.276597258117291
45_1-2,winter2,2020,0.573816451476026
46_1-2,winter2,2020,0.342065813079059
48_1-2,winter2,2020,0.859109824708234
49_1-2,winter2,2020,0.670068585719519
5_1-2,winter2,2020,0.309260001144623
50_1-2,winter2,2020,0.403449573507275
51_1-2,winter2,2020,0
52_1-2,winter2,2020,0.328791239745079
53_1-2,winter2,2020,0.716715636764301
54_1-2,winter2,2020,0.312581571391282
55_1-2,winter2,2020,0.34568845778757
56_1-2,winter2,2020,0.472666014563634
59_1-2,winter2,2020,0.377633768901165
6_1-2,winter2,2020,0.323504303905527
60_1-2,winter2,2020,0.288290386128977
7_1-2,winter2,2020,0.530579578871614
710_2-3,winter2,2017,0.118758879490699
711_2-3,winter2,2017,0.209394318692134
712_2-3,winter2,2017,0.112250084717045
714_2-3,winter2,2017,0
715_2-3,winter2,2017,0.157746974556682
716_2-3,winter2,2017,0.0527013974642687
717_2-3,winter2,2017,0.0256830074801759
718_2-3,winter2,2017,0.0340450170080336
719_2-3,winter2,2017,0.0214577823918518
720_2-3,winter2,2017,0.0449601576475315
721_2-3,winter2,2017,0.0290565776732605
722_2-3,winter2,2017,0.128830315832685
723_2-3,winter2,2017,0.0330195817317878
724_2-3,winter2,2017,0.101980856155278
726_2-3,winter2,2017,0
9_1-2,winter2,2020,0.383912378145545
